Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp.started,Practice_iso.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,fix.stopped,fb.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_2.started,Practic_ipn.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,Feedback_ipn_Practice.started,fb_3.started,Feedback_ipn_Practice.stopped,fb_3.stopped,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_t1.started,Practice_t1.stopped,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,key_resp_t1.duration,Feedback_t1.started,fb_2.started,fb_2.stopped,Feedback_t1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
他们,i,,,,,0,8,8,6,,,,,,,,,20.062317900010385,,,,,,,,,,,,,,,,20.058680800022557,20.062317900010385,20.54734690010082,20.54736770002637,20.551949700107798,20.551949700107798,20.95538270007819,i,1,0.3968186000129208,None,20.95574820006732,20.96181340003386,21.94618910003919,20.551949700107798,21.950658000074327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
他的,i,,,,,0,9,9,7,,,,,,,,,21.950658000074327,,,,,,,,,,,,,,,,21.94692910008598,21.950658000074327,22.433872900088318,22.43391150003299,22.45358210010454,22.45358210010454,22.91584450006485,i,1,0.457389899995178,None,22.916416799998842,22.922025100095198,23.913378300028853,22.43873270007316,23.91771740000695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.91355400008615,23.91771740000695,23.91771740000695,25.44160930009093,space,1.518824000027962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,自卑,i,,,,,,,0,0,0,26,,,,,25.474890000070445,,,,,,,,,,,,,,,,25.46915480005555,25.474890000070445,25.945225600036792,,,,,,,,,,,,,,,,,,,,,25.945247400086373,25.96209580008872,25.96209580008872,26.57638930005487,e,0,0.6102434999775141,None,26.577099800109863,26.61692550010048,27.58067600009963,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,无私,e,,,,,,,0,1,1,12,,,,,27.58706400007941,,,,,,,,,,,,,,,,27.581366800004616,27.58706400007941,28.07808810006827,,,,,,,,,,,,,,,,,,,,,28.07810210005846,28.097415400086902,28.097415400086902,28.695844800095074,i,0,0.5964587000198662,None,28.69609580002725,28.69939140009228,29.683816400007345,29.686893800040707,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,冒失,i,,,,,,,0,2,2,29,,,,,29.686893800040707,,,,,,,,,,,,,,,,29.684077100013383,29.686893800040707,30.182210900005884,,,,,,,,,,,,30.203948100097477,,,,,,,,,30.182229800033383,30.203948100097477,30.203948100097477,30.75865380000323,i,1,0.5508522999007255,None,30.759074000059627,30.773888700059615,31.75981740001589,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,细腻,e,,,,,,,0,3,3,15,,,,,31.762634000042453,,,,,,,,,,,,,,,,31.760039500077255,31.762634000042453,32.24568220006768,,,,,,,,,,,,32.26626040006522,,,,,,,,,32.24569990008604,32.26626040006522,32.26626040006522,33.22403070004657,e,1,0.9539709000382572,None,33.22428140009288,33.227094800095074,34.21447370003443,34.21726699999999,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,猖狂,i,,,,,,,0,4,4,35,,,,,34.21726699999999,,,,,,,,,,,,,,,,34.21490630006883,34.21726699999999,34.711636100080796,,,,,,,,,,,,34.733192300074734,,,,,,,,,34.711652200086974,34.733192300074734,34.733192300074734,35.48638280003797,i,1,0.7503768000751734,None,35.486786500085145,35.49058180011343,36.48185100010596,36.484815500094555,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,凶狠,i,,,,,,,0,5,5,32,,,,,36.484815500094555,,,,,,,,,,,,,,,,36.48210140003357,36.484815500094555,36.97908380010631,,,,,,,,,,,,37.00137280009221,,,,,,,,,36.979180600028485,37.00137280009221,37.00137280009221,37.80166800005827,i,1,0.7982138999504969,None,37.80194990010932,37.80435990006663,38.788671800051816,38.79171910008881,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,正直,e,,,,,,,0,6,6,6,,,,,38.79171910008881,,,,,,,,,,,,,,,,38.788880500011146,38.79171910008881,39.277517400099896,,,,,,,,,,,,39.29690420010593,,,,,,,,,39.27753890003078,39.29690420010593,39.29690420010593,40.19702250009868,e,1,0.8981917999917641,None,40.197277900064364,40.21066330000758,41.195613000076264,41.198576000053436,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,虚伪,i,,,,,,,0,7,7,21,,,,,41.198576000053436,,,,,,,,,,,,,,,,41.19600430002902,41.198576000053436,41.683715200051665,,,,,,,,,,,,41.704452300095,,,,,,,,,41.6837420000229,41.704452300095,41.704452300095,42.415701500023715,i,1,0.7020761000458151,None,42.416230100090615,42.42109820002224,43.41145220003091,43.41694250004366,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,勤奋,e,,,,,,,0,8,8,8,,,,,43.41694250004366,,,,,,,,,,,,,,,,43.412039400078356,43.41694250004366,43.90923480002675,,,,,,,,,,,,43.93442880001385,,,,,,,,,43.9092528000474,43.93442880001385,43.93442880001385,45.01449160010088,e,1,1.0600852000061423,None,45.014786100015044,45.017597700003535,46.015108600026,46.01737110002432,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,消极,i,,,,,,,0,9,9,25,,,,,46.01737110002432,,,,,,,,,,,,,,,,46.01541170000564,46.01737110002432,46.516180800041184,,,,,,,,,,,,,,,,,,,,,46.516195700038224,46.541681200033054,46.541681200033054,47.28116010001395,i,1,0.7354980000527576,None,47.281561300042085,47.285237900097854,48.2691833000863,48.2724497000454,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,愚蠢,i,,,,,,,0,10,10,22,,,,,48.2724497000454,,,,,,,,,,,,,,,,48.26941900001839,48.2724497000454,48.75928280001972,,,,,,,,,,,,48.77065510000102,,,,,,,,,48.759303600061685,48.77449630002957,48.77449630002957,49.55008740001358,e,0,0.7732333999592811,None,49.55060290009715,49.55656620010268,50.5467912000604,50.55117710004561,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,固执,i,,,,,,,0,11,11,37,,,,,50.55117710004561,,,,,,,,,,,,,,,,50.547044200007804,50.55117710004561,51.04564890009351,,,,,,,,,,,,51.067247300059535,,,,,,,,,51.04566570010502,51.067247300059535,51.067247300059535,51.58132750005461,i,1,0.4951642999658361,None,51.581620900076814,51.586314500076696,52.57063290011138,52.58412870008033,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,杰出,e,,,,,,,0,12,12,3,,,,,52.58412870008033,,,,,,,,,,,,,,,,52.57090110005811,52.58412870008033,53.08149330003653,,,,,,,,,,,,53.102208300027996,,,,,,,,,53.081511500058696,53.102208300027996,53.102208300027996,53.7755565000698,e,1,0.6710146000841632,None,53.776052800007164,53.77943980006967,54.76371600001585,54.7785458000144,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,鲁莽,i,,,,,,,0,13,13,28,,,,,54.7785458000144,,,,,,,,,,,,,,,,54.76390070002526,54.7785458000144,55.263587700086646,,,,,,,,,,,,55.280275300028734,,,,,,,,,55.26360420009587,55.280275300028734,55.280275300028734,55.64613710006233,i,1,0.36440209997817874,None,55.646427000057884,55.64970720000565,56.633121000020765,56.65018290001899,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,稳重,e,,,,,,,0,14,14,11,,,,,56.65018290001899,,,,,,,,,,,,,,,,56.633327300078236,56.65018290001899,57.14781550003681,,,,,,,,,,,,,,,,,,,,,57.147837300086394,57.17151860008016,57.17151860008016,57.620632000034675,e,1,0.44415580003988,None,57.62111960002221,57.62506750004832,58.612292000092566,58.61591849999968,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,公正,e,,,,,,,0,15,15,13,,,,,58.61591849999968,,,,,,,,,,,,,,,,58.612535800086334,58.61591849999968,59.10194780002348,,,,,,,,,,,,59.123080100049265,,,,,,,,,59.10196480003651,59.123080100049265,59.123080100049265,59.42599070002325,i,0,0.2990587999811396,None,59.42642590007745,59.43081700010225,60.41401870001573,60.41794590000063,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,冷静,e,,,,,,,0,16,16,16,,,,,60.41794590000063,,,,,,,,,,,,,,,,60.41433820000384,60.41794590000063,60.912211700109765,,,,,,,,,,,,60.934670700109564,,,,,,,,,60.912228400004096,60.934670700109564,60.934670700109564,61.28062500001397,e,1,0.3412531999638304,None,61.28103930002544,61.287952000042424,62.28113690007012,62.283612200059,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,轻率,i,,,,,,,0,17,17,38,,,,,62.283612200059,,,,,,,,,,,,,,,,62.28138320008293,62.283612200059,62.778327600099146,,,,,,,,,,,,62.79868060001172,,,,,,,,,62.778366500046104,62.79868060001172,62.79868060001172,63.100771600031294,e,0,0.3007678999565542,None,63.101205000071786,63.10639790003188,64.09021160006523,64.0943676000461,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,散漫,i,,,,,,,0,18,18,31,,,,,64.0943676000461,,,,,,,,,,,,,,,,64.0905700000003,64.0943676000461,64.57775390008464,,,,,,,,,,,,64.5990601000376,,,,,,,,,64.57777080009691,64.5990601000376,64.5990601000376,64.81588880007621,i,1,0.2071569999679923,None,64.81628290005028,64.82244440005161,65.816487000091,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,热情,e,,,,,,,0,19,19,17,,,,,65.8194709001109,,,,,,,,,,,,,,,,65.816745200078,65.8194709001109,66.3052236000076,,,,,,,,,,,,66.31656010006554,,,,,,,,,66.30524200003128,66.31656010006554,66.31656010006554,66.61682320002001,i,0,0.298210599925369,None,66.61712510010693,66.62310340011027,67.6143889001105,67.61735950002912,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,勇敢,e,,,,,,,0,20,20,7,,,,,67.61735950002912,,,,,,,,,,,,,,,,67.61475870001595,67.61735950002912,68.11724500008859,,,,,,,,,,,,68.14098760008346,,,,,,,,,68.11726290010847,68.14098760008346,68.14098760008346,68.5518806000473,e,1,0.4044282000977546,None,68.55219090008177,68.55740180006251,69.54816590005066,69.55245860002469,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,优秀,e,,,,,,,0,21,21,0,,,,,69.55245860002469,,,,,,,,,,,,,,,,69.5484209000133,69.55245860002469,70.04546130006202,,,,,,,,,,,,70.07398250000551,,,,,,,,,70.04547770007048,70.07398250000551,70.07398250000551,70.2809931000229,i,0,0.19812680000904948,None,70.28127930010669,70.28555240004789,71.2810169000877,71.28353140002582,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,卑鄙,i,,,,,,,0,22,22,20,,,,,71.28353140002582,,,,,,,,,,,,,,,,71.2812676000176,71.28353140002582,71.77802480000537,,,,,,,,,,,,71.79999220010359,,,,,,,,,71.7780405000085,71.79999220010359,71.79999220010359,72.37864540005103,i,1,0.5668645000550896,None,72.37893250002526,72.38347390003037,73.37811100005638,73.38242170005105,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,执拗,i,,,,,,,0,23,23,30,,,,,73.38242170005105,,,,,,,,,,,,,,,,73.37835020001512,73.38242170005105,73.87998470000457,,,,,,,,,,,,,,,,,,,,,73.88000060000923,73.89919240004383,73.89919240004383,74.38349870010279,e,0,0.47357589995954186,None,74.38378360006027,74.38880559999961,75.3799016000703,75.3852575001074,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,傲慢,i,,,,,,,0,24,24,27,,,,,75.3852575001074,,,,,,,,,,,,,,,,75.38029920007102,75.3852575001074,75.88182040001266,,,,,,,,,,,,75.90426190011203,,,,,,,,,75.88184240006376,75.90426190011203,75.90426190011203,76.31504890008364,i,1,0.4074625000357628,None,76.31546710000839,76.32308340002783,77.31198270001914,77.3153587001143,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,崇高,e,,,,,,,0,25,25,1,,,,,77.3153587001143,,,,,,,,,,,,,,,,77.31237490009516,77.3153587001143,77.81430190009996,,,,,,,,,,,,77.83909020002466,,,,,,,,,77.81431440007873,77.83909020002466,77.83909020002466,78.59147300000768,e,1,0.7500742999836802,None,78.5917537000496,78.59532070008572,79.58151540008839,79.58550110005308,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,自私,i,,,,,,,0,26,26,33,,,,,79.58550110005308,,,,,,,,,,,,,,,,79.58189070003573,79.58550110005308,80.08098480000626,,,,,,,,,,,,80.08538960001897,,,,,,,,,80.08100140001625,80.08538960001897,80.08538960001897,80.85900990001392,i,1,0.7720162000041455,None,80.85938470007386,80.86334350006655,81.84848220006097,81.8506746001076,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,诚实,e,,,,,,,0,27,27,5,,,,,81.8506746001076,,,,,,,,,,,,,,,,81.84869970008731,81.8506746001076,82.34474490000866,,,,,,,,,,,,82.36425400001463,,,,,,,,,82.34476040001027,82.36425400001463,82.36425400001463,82.94669170002453,e,1,0.579268200090155,None,82.94711900001857,82.94979350001086,83.94675420003477,83.95153700001538,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,诚恳,e,,,,,,,0,28,28,19,,,,,83.95153700001538,,,,,,,,,,,,,,,,83.94698560005054,83.95153700001538,84.4447542000562,,,,,,,,,,,,84.46395850006957,,,,,,,,,84.4447684000479,84.46395850006957,84.46395850006957,85.02436120004859,e,1,0.5584461999824271,None,85.02486340003088,85.02845050010365,86.02247620001435,86.02647130005062,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,悲观,i,,,,,,,0,29,29,24,,,,,86.02647130005062,,,,,,,,,,,,,,,,86.02275340002961,86.02647130005062,86.51327460003085,,,,,,,,,,,,86.53393220005091,,,,,,,,,86.51328750001267,86.53393220005091,86.53393220005091,86.98264160007238,i,1,0.4441178999841213,None,86.98306970007252,86.98662950005382,87.97798500000499,87.9818144000601,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,机智,e,,,,,,,0,30,30,9,,,,,87.9818144000601,,,,,,,,,,,,,,,,87.97833770001307,87.9818144000601,88.48218500008807,,,,,,,,,,,,88.50852600007784,,,,,,,,,88.48237370001152,88.50852600007784,88.50852600007784,89.0140869000461,i,0,0.48836740001570433,None,89.01451230002567,89.02314750000369,90.01472030009609,90.01770200009923,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,下贱,i,,,,,,,0,31,31,39,,,,,90.01770200009923,,,,,,,,,,,,,,,,90.01497310004197,90.01770200009923,90.5131128000794,,,,,,,,,,,,90.53624750010204,,,,,,,,,90.51313370000571,90.53624750010204,90.53624750010204,91.1122073000297,e,0,0.5652416000375524,None,91.11268250003923,91.11653520003892,92.09987300005741,92.11652060004417,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,认真,e,,,,,,,0,32,32,10,,,,,92.11652060004417,,,,,,,,,,,,,,,,92.10006570001133,92.11652060004417,92.61274730006699,,,,,,,,,,,,92.63304710004013,,,,,,,,,92.6127620000625,92.63304710004013,92.63304710004013,93.11296030005906,e,1,0.46657709998544306,None,93.11324870004319,93.11762980010826,94.10999210004229,94.11347450001631,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,刻薄,i,,,,,,,0,33,33,23,,,,,94.11347450001631,,,,,,,,,,,,,,,,94.11047390010208,94.11347450001631,94.59687930007931,,,,,,,,,,,,94.61183670000173,,,,,,,,,94.59689580008853,94.61183670000173,94.61183670000173,95.15603110007942,e,0,0.5399912000866607,None,95.15644540009089,95.16487610002514,96.14824900007807,96.15285730001051,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,暴躁,i,,,,,,,0,34,34,34,,,,,96.15285730001051,,,,,,,,,,,,,,,,96.14870810008142,96.15285730001051,96.65147200005595,,,,,,,,,,,,96.67644200008363,,,,,,,,,96.65149170008954,96.67644200008363,96.67644200008363,96.96685470000375,i,1,0.27846770000178367,None,96.96730760007631,96.97629420005251,97.9621023000218,97.97716530004982,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
,,出门,e,,,,,,,0,35,35,2,,,,,97.97716530004982,,,,,,,,,,,,,,,,97.96229660010431,97.97716530004982,98.46348920010496,,,,,,,,,,,,98.47295500000473,,,,,,,,,98.4635069000069,98.47295500000473,98.47295500000473,98.88357900001574,e,1,0.4017532999860123,None,98.8839636000339,98.88690080004744,99.88431950006634,99.8888975000009,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h27.47.700,IAT(test03),2024.1.4,None,2024-07-05 14h27.57.078039 +0800,
