﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_t1.rt,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_t2_Practice.rt,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,37,37,52,1,我们,e,0.4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,38,38,21,1,稳重,e,0.5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,39,39,68,1,他人,i,0.4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,40,40,50,1,我,e,0.4733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,41,41,31,1,虚伪,i,0.4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,42,42,34,1,悲观,i,0.8133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,43,43,40,1,执拗,i,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,44,44,8,1,他人,i,0.8964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,45,45,54,1,俺,e,0.5496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,46,46,27,1,热情,e,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,47,47,14,1,乐观,e,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,48,48,36,1,自卑,i,0.5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,49,49,15,1,诚实,e,0.5418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,50,50,57,1,他的,i,0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,51,51,29,1,诚恳,e,0.5987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,52,52,3,1,自己,e,0.4796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,53,53,25,1,细腻,e,0.6608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,54,54,6,1,他们,i,1.2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,0,0,55,55,79,1,其他,i,0.6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,56,56,66,1,他们,i,0.4873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,57,57,64,1,俺,e,0.8343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,58,58,45,1,猖狂,i,0.5435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,59,59,74,1,俺,e,0.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,60,60,46,1,野蛮,i,0.5291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,61,61,77,1,他的,i,0.6476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,62,62,9,1,其他,i,0.6004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,63,63,7,1,他的,i,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,64,64,63,1,自己,e,0.5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,65,65,62,1,我们,e,0.5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,66,66,56,1,他们,i,0.5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,67,67,16,1,正直,e,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,68,68,32,1,愚蠢,i,0.5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,69,69,51,1,我的,e,0.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,70,70,10,1,优秀,e,0.5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,71,71,24,1,朴实,e,0.6522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,72,72,44,1,暴躁,i,0.5443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,73,73,38,1,鲁莽,i,0.5992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,0,0,74,74,43,1,自私,i,0.7033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,75,75,35,1,消极,i,1.1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,76,76,19,1,机智,e,0.7589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,77,77,72,1,我们,e,0.4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,78,78,41,1,散漫,i,0.5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,79,79,76,1,他们,i,0.5577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,崇高,e,0.5661,space,168.5869,0,0,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,我,e,0.3344,,,0,1,1,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,自己,e,0.3411,,,0,2,2,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,消极,i,0.4403,,,0,3,3,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,我的,e,0.4407,,,0,4,4,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,稳重,e,0.5667,,,0,5,5,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,细腻,e,0.5386,,,0,6,6,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,朴实,e,0.4179,,,0,7,7,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,活泼,e,0.4836,,,0,8,8,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,我的,e,0.3892,,,0,9,9,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,自己,e,0.3625,,,0,10,10,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,执拗,i,0.5458,,,0,11,11,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,0,,,,,,他,i,0.397,,,0,12,12,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,其他,i,0.4952,,,0,13,13,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,诚实,e,0.4458,,,0,14,14,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,俺,e,0.4522,,,0,15,15,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,野蛮,i,0.6057,,,0,16,16,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,机智,e,0.5231,,,0,17,17,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,他的,i,0.5088,,,0,18,18,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,我,e,0.3854,,,0,19,19,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,他的,i,0.584,,,0,20,20,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,暴躁,i,0.5912,,,0,21,21,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,猖狂,i,0.5761,,,0,22,22,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,0,,,,,,勤奋,e,0.4934,,,0,23,23,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,他的,i,0.549,,,0,24,24,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,他人,i,0.5079,,,0,25,25,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,自卑,i,0.5629,,,0,26,26,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,我们,e,0.4404,,,0,27,27,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,俺,e,0.466,,,0,28,28,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,他们,i,0.5146,,,0,29,29,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,傲慢,i,0.5722,,,0,30,30,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,我们,e,0.4609,,,0,31,31,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,俺,e,0.4829,,,0,32,32,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,我,e,0.3914,,,0,33,33,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,卑鄙,i,0.53,,,0,34,34,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,杰出,e,0.4458,,,0,35,35,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,自己,e,0.3899,,,0,36,36,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,我,e,0.3422,,,0,37,37,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,他的,i,0.4521,,,0,38,38,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,轻率,i,0.549,,,0,39,39,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,我的,e,0.4132,,,0,40,40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,冷静,e,0.5787,,,0,41,41,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,悲观,i,0.522,,,0,42,42,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,其他,i,0.5288,,,0,43,43,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,0,,,,,,自私,i,0.5117,,,0,44,44,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,0,,,,,,刻薄,i,0.7096,,,0,45,45,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,愚蠢,i,0.6267,,,0,46,46,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,,,,,,冒失,i,0.622,,,0,47,47,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,勇敢,e,0.5659,,,0,48,48,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,无私,e,0.7475,,,0,49,49,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,,,,,,公正,e,0.6818,,,0,50,50,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
