﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_t1.rt,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,37,37,36,1,自卑,i,0.5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,38,38,30,1,卑鄙,i,0.5933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,39,39,71,1,我的,e,0.7026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,40,40,57,1,他的,i,0.6509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,41,41,31,1,虚伪,i,0.6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,42,42,54,1,俺,e,0.9835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,0,0,43,43,47,1,固执,i,1.1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,44,44,37,1,傲慢,i,0.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,45,45,63,1,自己,e,0.6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,46,46,10,1,优秀,e,0.5918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,47,47,21,1,稳重,e,0.6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,48,48,45,1,猖狂,i,0.6869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,49,49,74,1,俺,e,0.6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,50,50,3,1,自己,e,0.5644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,51,51,16,1,正直,e,0.7865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,52,52,33,1,刻薄,i,0.6686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,53,53,24,1,朴实,e,0.7465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,54,54,65,1,他,i,0.6421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,55,55,50,1,我,e,0.5494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,56,56,60,1,我,e,0.6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,57,57,76,1,他们,i,0.6095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,58,58,55,1,他,i,0.5045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,59,59,35,1,消极,i,0.8227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,60,60,28,1,活泼,e,0.4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,61,61,12,1,聪明,e,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,62,62,70,1,我,e,0.5383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,63,63,11,1,崇高,e,0.6907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,64,64,40,1,执拗,i,0.8378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,65,65,14,1,乐观,e,0.7035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,66,66,46,1,野蛮,i,0.5826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,67,67,25,1,细腻,e,0.6638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,68,68,42,1,凶狠,i,0.5667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,69,69,6,1,他们,i,0.7321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,70,70,1,1,我的,e,0.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,71,71,58,1,他人,i,0.6567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,72,72,18,1,勤奋,e,0.9381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,73,73,53,1,自己,e,0.7553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,74,74,59,1,其他,i,0.6141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,75,75,68,1,他人,i,0.5469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,76,76,48,1,轻率,i,0.7034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,77,77,62,1,我们,e,0.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,0,78,78,38,1,鲁莽,i,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,0,79,79,27,1,热情,e,0.6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,诚实,e,0.8676,space,6.0266,0,0,0,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,凶狠,i,0.641,,,0,1,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,其他,i,0.6118,,,0,2,2,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,悲观,i,0.4927,,,0,3,3,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,自己,e,0.5171,,,0,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,他的,i,0.5539,,,0,5,5,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,我们,e,0.788,,,0,6,6,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,我的,e,0.9237,,,0,7,7,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,他,i,0.7177,,,0,8,8,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,愚蠢,i,0.6176,,,0,9,9,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,朴实,e,0.9373,,,0,10,10,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,执拗,i,1.0189,,,0,11,11,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,他,i,1.1228,,,0,12,12,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,他人,i,0.5501,,,0,13,13,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,我,e,0.5087,,,0,14,14,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,0,,,,,,活泼,e,0.8669,,,0,15,15,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,其他,i,0.6268,,,0,16,16,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,自己,e,0.6227,,,0,17,17,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,野蛮,i,0.6336,,,0,18,18,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,勇敢,e,0.8042,,,0,19,19,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,自卑,i,0.7036,,,0,20,20,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,自己,e,0.6665,,,0,21,21,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,俺,e,0.8085,,,0,22,22,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,暴躁,i,0.7074,,,0,23,23,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,他们,i,0.6609,,,0,24,24,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,傲慢,i,0.6834,,,0,25,25,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,我们,e,0.5424,,,0,26,26,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,消极,i,0.6503,,,0,27,27,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,公正,e,0.5198,,,0,28,28,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,虚伪,i,0.7254,,,0,29,29,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,我的,e,0.5162,,,0,30,30,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,俺,e,0.6993,,,0,31,31,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,自私,i,0.7038,,,0,32,32,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,他人,i,0.6549,,,0,33,33,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,鲁莽,i,0.8764,,,0,34,34,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,卑鄙,i,0.7105,,,0,35,35,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,俺,e,0.8415,,,0,36,36,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,他们,i,1.1092,,,0,37,37,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,固执,i,0.8341,,,0,38,38,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,冒失,i,0.7333,,,0,39,39,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,正直,e,0.6039,,,0,40,40,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,猖狂,i,0.6669,,,0,41,41,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,诚恳,e,0.9835,,,0,42,42,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,其他,i,0.7405,,,0,43,43,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,i,1,,,,,,他,i,0.5763,,,0,44,44,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,杰出,e,0.7942,,,0,45,45,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,崇高,e,0.6069,,,0,46,46,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,我的,e,0.6334,,,0,47,47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,0,,,,,,他,i,0.6577,,,0,48,48,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,俺,e,0.6816,,,0,49,49,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2024-08-23_13h26.39.008,IAT(Formal),2021.2.3,Win32,60.60606061,,,,,,,,,,,,,,,e,1,,,,,,机智,e,0.6666,,,0,50,50,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
