﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_iso.rt,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_iso_reverse.rt,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,space,10.3248,e,1,0.6883,0,0,0,8,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.5168,0,1,1,6,1,正直,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.7656,0,2,2,9,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.5959,0,3,3,22,1,愚蠢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.7195,0,4,4,26,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.5657,0,5,5,29,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.5319,0,6,6,28,1,鲁莽,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.6817,0,7,7,4,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,1.0322,0,8,8,15,1,细腻,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.434,0,9,9,34,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.866,0,10,10,36,1,野蛮,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.7654,0,11,11,27,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,0,0.4824,0,12,12,21,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.6662,0,13,13,38,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.6988,0,14,14,30,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.6327,0,15,15,7,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,1.0195,0,16,16,16,1,冷静,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.7341,0,17,17,35,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.7821,0,18,18,2,1,聪明,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.5679,0,19,19,5,1,诚实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.4999,0,20,20,3,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.4196,0,21,21,18,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.5675,0,22,22,19,1,诚恳,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.4509,0,23,23,32,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.7334,0,24,24,14,1,朴实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.717,0,25,25,37,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.7153,0,26,26,11,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.5824,0,27,27,1,1,崇高,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.6153,0,28,28,39,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.5518,0,29,29,33,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.616,0,30,30,0,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.4831,0,31,31,10,1,认真,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.5341,0,32,32,25,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.6688,0,33,33,23,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.8004,0,34,34,24,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.6507,0,35,35,20,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.5657,0,36,36,17,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.6163,0,37,37,13,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,i,1,0.5532,0,38,38,31,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,e,1,0.7194,0,39,39,12,1,无私,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,space,12.1779,e,1,0.9072,0,0,0,21,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6842,0,1,1,44,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,1.2507,0,2,2,22,1,无私,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6336,0,3,3,56,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.8858,0,4,4,19,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5835,0,5,5,35,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,1.0174,0,6,6,77,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.7167,0,7,7,33,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.7336,0,8,8,69,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6174,0,9,9,78,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.501,0,10,10,68,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.7548,0,11,11,28,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5836,0,12,12,46,1,野蛮,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5166,0,13,13,3,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5672,0,14,14,57,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6712,0,15,15,39,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5848,0,16,16,23,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6002,0,17,17,8,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5838,0,18,18,34,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5007,0,19,19,60,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5334,0,20,20,45,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.8005,0,21,21,71,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.7003,0,22,22,18,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.8173,0,23,23,73,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6176,0,24,24,67,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5003,0,25,25,63,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5009,0,26,26,53,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5843,0,27,27,30,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6035,0,28,28,9,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6005,0,29,29,1,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.5841,0,30,30,32,1,愚蠢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6001,0,31,31,48,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.4505,0,32,32,52,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.7501,0,33,33,14,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.5204,0,34,34,17,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,e,1,0.6672,0,35,35,64,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-03_16h40.48.041,IAT(Formal),2021.2.3,Win32,59.87665409,,,,,,,,,,,,,,,,i,1,0.6003,0,36,36,7,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
