﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_t2_Practice.rt,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,space,4.1473,i,0,0.9209,0,0,0,3,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.7621,0,1,1,16,1,冷静,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.5119,0,2,2,10,1,认真,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.6515,0,3,3,30,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,0,0.9857,0,4,4,11,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,0,,0,5,5,4,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.6764,0,6,6,23,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.7071,0,7,7,36,1,野蛮,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.9094,0,8,8,35,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.5433,0,9,9,19,1,诚恳,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.6595,0,10,10,34,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.7012,0,11,11,33,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.625,0,12,12,29,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,0,0.9255,0,13,13,18,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.5501,0,14,14,14,1,朴实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.9368,0,15,15,17,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.5422,0,16,16,8,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,0,,0,17,17,13,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.6986,0,18,18,38,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.6314,0,19,19,0,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.5999,0,20,20,6,1,正直,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,0,0.6899,0,21,21,27,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.5681,0,22,22,5,1,诚实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.7105,0,23,23,21,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.9417,0,24,24,7,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.6416,0,25,25,39,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.6756,0,26,26,24,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.6612,0,27,27,20,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,1.1019,0,28,28,15,1,细腻,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.6654,0,29,29,37,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.7306,0,30,30,28,1,鲁莽,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,0,0.8483,0,31,31,1,1,崇高,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.6887,0,32,32,31,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.8223,0,33,33,25,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,1.1378,0,34,34,12,1,无私,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.7498,0,35,35,26,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.8747,0,36,36,22,1,愚蠢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.6005,0,37,37,2,1,聪明,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,i,1,0.7456,0,38,38,32,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,e,1,0.7284,0,39,39,9,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,space,14.1118,e,1,1.4035,0,0,0,73,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.7149,0,1,1,40,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.846,0,2,2,49,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.7097,0,3,3,13,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.8558,0,4,4,15,1,诚实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.5632,0,5,5,28,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.5608,0,6,6,20,1,认真,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.7814,0,7,7,58,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,0,0.9299,0,8,8,34,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.0292,0,9,9,43,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.9335,0,10,10,8,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.7567,0,11,11,39,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.5758,0,12,12,44,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.877,0,13,13,74,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.8805,0,14,14,56,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.6174,0,15,15,31,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.9125,0,16,16,21,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.8925,0,17,17,30,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,1.2652,0,18,18,51,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.6152,0,19,19,36,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.8494,0,20,20,71,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.9361,0,21,21,23,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.891,0,22,22,12,1,聪明,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.5991,0,23,23,17,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.709,0,24,24,32,1,愚蠢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,1.4658,0,25,25,48,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,1.4292,0,26,26,52,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,1.1393,0,27,27,50,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,1.3297,0,28,28,46,1,野蛮,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.6493,0,29,29,76,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,0,,0,30,30,2,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.599,0,31,31,63,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.6517,0,32,32,47,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,i,1,0.6492,0,33,33,69,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,冶成福,001,2025-01-17_14h51.36.061,IAT(Formal),2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,e,1,0.9703,0,34,34,25,1,细腻,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
