Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp.started,Practice_iso.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_2.started,Practic_ipn.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,Feedback_ipn_Practice.started,fb_3.started,Feedback_ipn_Practice.stopped,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_9.started,Practice_t1.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,Feedback_t1.started,fb_2.started,Feedback_t1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
俺,e,,,,,0,8,8,4,,,,,,,,,31.85939400002826,,,,,,,,,,,,,,,,31.832688999944367,31.85939400002826,32.328640199964866,32.32865389995277,32.35457279998809,32.35457279998809,33.16200769995339,i,0,0.7966797999106348,None,33.16225990001112,33.198602900025435,34.16423210001085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
其他,i,,,,,0,9,9,9,,,,,,,,,34.19165069994051,,,,,,,,,,,,,,,,34.16441740002483,34.19165069994051,34.68678460002411,34.68679780000821,34.72469339997042,34.72469339997042,35.19555219996255,i,1,0.458345300052315,None,35.19581950001884,35.22153119998984,36.198198699974455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.19824339996558,36.22968480002601,36.22968480002601,37.09542579995468,space,0.842959399917163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,自私,i,,,,,,,0,0,0,33,,,,,37.12918179994449,,,,,,,,,,,,,,,,37.108121199999005,37.12918179994449,37.62878529995214,,,,,,,,,,,,,,,,,,,37.628802399965934,37.65674120001495,37.65674120001495,37.93034560000524,e,0,0.26632599998265505,None,37.930685300030746,37.9598210999975,38.957701300038025,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,暴躁,i,,,,,,,0,1,1,34,,,,,38.965196599951014,,,,,,,,,,,,,,,,38.95790569996461,38.965196599951014,39.457331000012346,,,,,,,,,,,,,,,,,,,39.45734840002842,39.49952920002397,39.49952920002397,39.770053899963386,i,1,0.2668245999375358,None,39.770295599941164,39.80164329998661,40.79534880002029,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,勇敢,e,,,,,,,0,2,2,7,,,,,40.82562909997068,,,,,,,,,,,,,,,,40.795558299985714,40.82562909997068,41.285358599969186,,,,,,,,,,,,,,,,,,,41.28537249995861,41.334979800041765,41.334979800041765,41.76938599999994,e,1,0.4298832999775186,None,41.76962839998305,41.799723600037396,42.7975287999725,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,冷静,e,,,,,,,0,3,3,16,,,,,42.826107100001536,,,,,,,,,,,,,,,,42.79773370001931,42.826107100001536,43.29399309994187,,,,,,,,,,,,,,,,,,,43.29400610004086,43.32836499996483,43.32836499996483,44.03139000001829,i,0,0.6991184999933466,None,44.03176150005311,44.065022099995986,45.05589229997713,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,自卑,i,,,,,,,0,4,4,26,,,,,45.082832899992354,,,,,,,,,,,,,,,,45.056205600034446,45.082832899992354,45.559239899972454,,,,,,,,,,,,,,,,,,,45.559260300011374,45.590378100052476,45.590378100052476,45.82250709994696,e,0,0.21445390000008047,None,45.82280540000647,45.857914899941534,46.83556040003896,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,正直,e,,,,,,,0,5,5,6,,,,,46.86204339994583,,,,,,,,,,,,,,,,46.83576459996402,46.86204339994583,47.331663899938576,,,,,,,,,,,,,,,,,,,47.3316790999379,47.366600599954836,47.366600599954836,47.56589870003518,i,0,0.19768240000121295,None,47.566111400024965,47.59269800002221,48.591114199953154,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,凶狠,i,,,,,,,0,6,6,32,,,,,48.61848549998831,,,,,,,,,,,,,,,,48.59152839996386,48.61848549998831,49.086723000044,,,,,,,,,,,,,,,,,,,49.08673780004028,49.130862300051376,49.130862300051376,49.20248590002302,i,1,None,None,49.2027544999728,49.23160179995466,50.22477309999522,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,稳重,e,,,,,,,0,7,7,11,,,,,50.23234310001135,,,,,,,,,,,,,,,,50.224973400007,50.23234310001135,50.72826320002787,,,,,,,,,,,,,,,,,,,50.728290600003675,50.76267349999398,50.76267349999398,50.76629589998629,i,0,1.555430299951695,None,50.766521299956366,50.80415390001144,51.79170569998678,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,认真,e,,,,,,,0,8,8,10,,,,,51.8312397999689,,,,,,,,,,,,,,,,51.79207349999342,51.8312397999689,52.30255979998037,,,,,,,,,,,,,,,,,,,52.30257439997513,52.32850319996942,52.32850319996942,52.4080585000338,i,0,None,None,52.40833400003612,52.43080660002306,53.4201211000327,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,乐观,e,,,,,,,0,9,9,4,,,,,53.45169170002919,,,,,,,,,,,,,,,,53.4203224000521,53.45169170002919,53.92515689996071,,,,,,,,,,,,,,,,,,,53.92517770000268,53.9582835000474,53.9582835000474,53.96393540001009,i,0,1.564752300037071,None,53.96415420004632,53.98823859996628,54.96774899994489,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,猖狂,i,,,,,,,0,10,10,35,,,,,54.9997321999399,,,,,,,,,,,,,,,,54.96799250005279,54.9997321999399,55.46650950005278,,,,,,,,,,,,,,,,,,,55.466523400042206,55.49560070002917,55.49560070002917,56.991703500039876,None,0,,,56.991902400041,57.02268399996683,57.99032039998565,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,下贱,i,,,,,,,0,11,11,39,,,,,58.02096380002331,,,,,,,,,,,,,,,,57.9905389000196,58.02096380002331,58.490405400050804,,,,,,,,,,,,,,,,,,,58.49041910003871,58.530834099976346,58.530834099976346,59.02552030002698,i,1,0.48881810007151216,None,59.02591900003608,59.05728139996063,60.054568300023675,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,愚蠢,i,,,,,,,0,12,12,22,,,,,60.087559600011446,,,,,,,,,,,,,,,,60.05491639999673,60.087559600011446,60.54667229996994,,,,,,,,,,,,,,,,,,,60.546687999973074,60.583240999956615,60.583240999956615,60.81614579993766,i,1,0.20832009997684509,None,60.816413399996236,60.84879319998436,61.82548670005053,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,朴实,e,,,,,,,0,13,13,14,,,,,61.85284639999736,,,,,,,,,,,,,,,,61.825701499939896,61.85284639999736,62.33102409995627,,,,,,,,,,,,,,,,,,,62.33103869995102,62.37604610004928,62.37604610004928,62.47690250002779,i,0,None,None,62.4771343000466,62.503377499990165,63.496959700016305,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,崇高,e,,,,,,,0,14,14,1,,,,,63.53427519998513,,,,,,,,,,,,,,,,63.49715189996641,63.53427519998513,63.99000440002419,,,,,,,,,,,,,,,,,,,63.9900186000159,64.04067789996043,64.04067789996043,64.10948220000137,i,0,0.047798499930649996,None,64.10972649999894,64.13077050005086,65.13691690005362,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,固执,i,,,,,,,0,15,15,37,,,,,65.16412690002471,,,,,,,,,,,,,,,,65.13717480003834,65.16412690002471,65.63359260000288,,,,,,,,,,,,,,,,,,,65.63360820000526,65.67624329996761,65.67624329996761,65.75225000001956,i,1,None,None,65.75247089995537,65.78737130004447,66.78042189998087,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,消极,i,,,,,,,0,16,16,25,,,,,66.81116759998258,,,,,,,,,,,,,,,,66.78062540001702,66.81116759998258,67.25714450003579,,,,,,,,,,,,,,,,,,,67.25716030003969,67.28458960005082,67.28458960005082,67.32809690001886,i,1,0.0055362998973578215,None,67.32839869998861,67.36127730004955,68.33118360000663,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,出门,e,,,,,,,0,17,17,2,,,,,68.36829040001612,,,,,,,,,,,,,,,,68.33139489998575,68.36829040001612,68.83065000001807,,,,,,,,,,,,,,,,,,,68.83066560002044,68.856869500014,68.856869500014,68.96333049994428,i,0,0.07562880008481443,None,68.96358600002714,68.99072270002216,69.99435169994831,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,野蛮,i,,,,,,,0,18,18,36,,,,,70.02674939995632,,,,,,,,,,,,,,,,69.99461049993988,70.02674939995632,70.47114020003937,,,,,,,,,,,,,,,,,,,70.47115799994208,70.51584939996246,70.51584939996246,70.52981310000177,i,1,0.011439100024290383,None,70.53003000002354,70.55217319994699,71.53095559997018,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,虚伪,i,,,,,,,0,19,19,21,,,,,71.56739430001471,,,,,,,,,,,,,,,,71.53117950004525,71.56739430001471,72.06693219998851,,,,,,,,,,,,,,,,,,,72.06694469996728,72.08938929997385,72.08938929997385,72.09465370001271,i,1,1.4568440000293776,None,72.09489840001334,72.12550289998762,73.12258159997873,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,悲观,i,,,,,,,0,20,20,24,,,,,73.1328812999418,,,,,,,,,,,,,,,,73.12298200000077,73.1328812999418,73.6000689000357,,,,,,,,,,,,,,,,,,,73.60008290002588,73.62393590004649,73.62393590004649,73.62853740004357,i,1,1.2698602000018582,None,73.62875100004021,73.65298759995494,74.63209990004543,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,冒失,i,,,,,,,0,21,21,29,,,,,74.65954060002696,,,,,,,,,,,,,,,,74.6322987000458,74.65954060002696,75.15831920003984,,,,,,,,,,,,,,,,,,,75.15833350003231,75.20746189996134,75.20746189996134,75.21176770003513,i,1,1.2986288000829518,None,75.21201859996654,75.2373950999463,76.22523149999324,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,机智,e,,,,,,,0,22,22,9,,,,,76.25981319998391,,,,,,,,,,,,,,,,76.22545819997322,76.25981319998391,76.73536209994927,,,,,,,,,,,,,,,,,,,76.73537589993794,76.77241800003685,76.77241800003685,76.77586189995054,i,0,1.2861872999928892,None,76.77612049994059,76.806988599943,77.79854019999038,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,细腻,e,,,,,,,0,23,23,15,,,,,77.82598520000465,,,,,,,,,,,,,,,,77.79874210001435,77.82598520000465,78.29503180005122,,,,,,,,,,,,,,,,,,,78.2950480999425,78.3332875999622,78.3332875999622,78.33659670001362,i,0,1.304344000061974,None,78.33682399999816,78.37903199996799,79.36345169995911,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,轻率,i,,,,,,,0,24,24,38,,,,,79.39969400002155,,,,,,,,,,,,,,,,79.36384290002752,79.39969400002155,79.86998990003485,,,,,,,,,,,,,,,,,,,79.87000360002276,79.89560050005093,79.89560050005093,79.89928549993783,i,1,1.296258500078693,None,79.89950039994437,79.92858980002347,80.92290010000579,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,卑鄙,i,,,,,,,0,25,25,20,,,,,80.92973990004975,,,,,,,,,,,,,,,,80.9231253999751,80.92973990004975,81.40008229995146,,,,,,,,,,,,,,,,,,,81.4000966999447,81.4224455000367,81.4224455000367,81.42768359999172,i,1,1.2579007999738678,None,81.42801899998449,81.46119159995578,82.455499600037,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,刻薄,i,,,,,,,0,26,26,23,,,,,82.4833594999509,,,,,,,,,,,,,,,,82.45577200001571,82.4833594999509,82.9294337000465,,,,,,,,,,,,,,,,,,,82.92944760003593,82.95647410000674,82.95647410000674,82.96016709995456,i,1,1.0297862000297755,None,82.96039719996043,82.99840329994913,83.99267840001266,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,公正,e,,,,,,,0,27,27,13,,,,,84.03328370000236,,,,,,,,,,,,,,,,83.99291459994856,84.03328370000236,84.49788349994924,,,,,,,,,,,,,,,,,,,84.497898099944,84.53598929999862,84.53598929999862,84.53975170000922,i,0,1.0171004999428988,None,84.5399978000205,84.58446449995972,85.54433399997652,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,优秀,e,,,,,,,0,28,28,0,,,,,85.5691497999942,,,,,,,,,,,,,,,,85.54453189997002,85.5691497999942,86.05686869996134,,,,,,,,,,,,,,,,,,,86.05688809999265,86.09645139996428,86.09645139996428,86.09963089996018,i,0,1.1718017000239342,None,86.09986960003152,86.13926970004104,87.10195769998245,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,执拗,i,,,,,,,0,29,29,30,,,,,87.12605850002728,,,,,,,,,,,,,,,,87.10213589994237,87.12605850002728,87.61492279998492,,,,,,,,,,,,,,,,,,,87.61493789998349,87.6638911999762,87.6638911999762,87.66779059998225,i,1,1.1671558000380173,None,87.66800149995834,87.69249549997039,88.69517319998704,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,诚恳,e,,,,,,,0,30,30,19,,,,,88.72873149998486,,,,,,,,,,,,,,,,88.69550649996381,88.72873149998486,89.19216440001037,,,,,,,,,,,,,,,,,,,89.19217779999599,89.22569009999279,89.22569009999279,89.23091749998275,i,0,1.3295193000230938,None,89.23115809995215,89.26524049998261,90.23526230000425,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,诚实,e,,,,,,,0,31,31,5,,,,,90.25870270002633,,,,,,,,,,,,,,,,90.23545040003955,90.25870270002633,90.73608099995181,,,,,,,,,,,,,,,,,,,90.73610470001586,90.76743400003761,90.76743400003761,90.77154139999766,i,0,1.3006130999419838,None,90.77181429998018,90.79789080005139,91.78737989999354,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,无私,e,,,,,,,0,32,32,12,,,,,91.797974599991,,,,,,,,,,,,,,,,91.78759900003206,91.797974599991,92.29342819994781,,,,,,,,,,,,,,,,,,,92.2934579999419,92.33648529998027,92.33648529998027,92.34079639997799,i,0,1.429416099912487,None,92.34106719994452,92.36701139993966,93.35820230003446,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,勤奋,e,,,,,,,0,33,33,8,,,,,93.38452990003861,,,,,,,,,,,,,,,,93.35840519994963,93.38452990003861,93.86300939996727,,,,,,,,,,,,,,,,,,,93.86302399996202,93.91065229999367,93.91065229999367,93.91429059999064,i,0,1.2999552000546828,None,93.91451439994853,93.94208629999775,94.92903759994078,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,活泼,e,,,,,,,0,34,34,18,,,,,94.95463950000703,,,,,,,,,,,,,,,,94.92923759995028,94.95463950000703,95.42188569996506,,,,,,,,,,,,,,,,,,,95.42190479999408,95.4584817000432,95.4584817000432,95.46304770000279,i,0,1.3294911000411958,None,95.46327349997591,95.49558450002223,96.49176290002652,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,傲慢,i,,,,,,,0,35,35,27,,,,,96.5286960999947,,,,,,,,,,,,,,,,96.49197970004752,96.5286960999947,96.99453759996686,,,,,,,,,,,,,,,,,,,96.99455269996542,97.02180610003415,97.02180610003415,97.02593999996316,i,1,1.3878569999942556,None,97.02616230002604,97.05377949995454,98.03101699997205,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,杰出,e,,,,,,,0,36,36,3,,,,,98.0632616999792,,,,,,,,,,,,,,,,98.03140910004731,98.0632616999792,98.52705250005238,,,,,,,,,,,,,,,,,,,98.52706909994595,98.56660719995853,98.56660719995853,98.56961769994814,i,0,1.2105868000071496,None,98.56985239998903,98.60319289995823,99.5961475999793,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,热情,e,,,,,,,0,37,37,17,,,,,99.62396660004742,,,,,,,,,,,,,,,,99.59634229994845,99.62396660004742,100.09482919995207,,,,,,,,,,,,,,,,,,,100.0948430999415,100.12185240001418,100.12185240001418,100.12604090000968,i,0,1.2273773000342771,None,100.12626990000717,100.15348119998816,101.14177949994337,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,散漫,i,,,,,,,0,38,38,31,,,,,101.17215120000765,,,,,,,,,,,,,,,,101.14227239997126,101.17215120000765,101.65261999994982,,,,,,,,,,,,,,,,,,,101.65263429994229,101.70369390002452,101.70369390002452,101.70772459998261,i,1,0.7707222999306396,None,101.70797260000836,101.73419590003323,102.73924729996361,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
,,鲁莽,i,,,,,,,0,39,39,28,,,,,102.76298010000028,,,,,,,,,,,,,,,,102.7394938999787,102.76298010000028,103.23265879997052,,,,,,,,,,,,,,,,,,,103.23267269995995,103.26758919993881,103.26758919993881,103.27144409995526,e,0,1.424447999917902,None,103.27169249998406,103.30494379997253,104.29407750000246,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_14h22.35.003,IAT(test03),2024.1.4,None,2024-07-05 14h23.05.315892 +0800,
