Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Words_t2,ans_t2,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp_iso.started,Practice_iso.stopped,key_resp_iso.keys,key_resp_iso.corr,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,key_resp_iso.rt,key_resp_iso.duration,fix.stopped,fb.stopped,text.stopped,key_resp_iso.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_ipn.started,Practic_ipn.stopped,key_resp_ipn.keys,key_resp_ipn.corr,Feedback_ipn_Practice.started,fb_3.started,Feedback_ipn_Practice.stopped,fb_3.stopped,text_2.stopped,key_resp_ipn.stopped,key_resp_ipn.rt,key_resp_ipn.duration,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_t1.started,Practice_t1.stopped,key_resp_t1.keys,key_resp_t1.corr,Feedback_t1.started,fb_2.started,Feedback_t1.stopped,key_resp_t1.rt,key_resp_t1.duration,fb_2.stopped,Instruction05.started,Instruction_05.started,key_resp_5.started,Instruction05.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,text_3.stopped,key_resp_t1.stopped,Instruction06.started,Instruction_06.started,key_resp_6.started,Instruction06.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Practice_iso_reverse.started,text_4.started,key_resp_iso_reverse.started,Practice_iso_reverse.stopped,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,Feedback_iso_reverse.started,fb_4.started,fb_4.stopped,Feedback_iso_reverse.stopped,text_4.stopped,key_resp_iso_reverse.stopped,Instruction07.started,Instruction_07.started,key_resp_7.started,Instruction07.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Practice_t2_reverse.started,text_5.started,key_resp_t2_Practice.started,Practice_t2_reverse.stopped,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,Feedback_t2_reverse.started,fb_7.started,Feedback_t2_reverse.stopped,text_5.stopped,key_resp_t2_Practice.stopped,fb_7.stopped,Instruction08.started,Instruction_08.started,key_resp_8.started,Instruction08.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,Practice_t2.started,text_6.started,key_resp_t2.started,Practice_t2.stopped,key_resp_t2.keys,key_resp_t2.corr,Feedback_t2.started,fb_6.started,Feedback_t2.stopped,text_6.stopped,key_resp_t2.stopped,fb_6.stopped,End.started,Ending.started,key_instruct.started,End.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
我们,e,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,24.75065010006074,,,,,,,,,,,,,,,,24.746030900045298,24.75065010006074,25.23573580000084,25.235751700005494,25.25465910008643,25.25465910008643,26.74942650005687,None,0,26.74958610010799,26.756859000073746,27.746490200050175,,,25.25465910008643,27.757121800095774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
他们,i,,,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,27.757121800095774,,,,,,,,,,,,,,,,27.746658500051126,27.757121800095774,28.247427600086667,28.247439400060102,28.263968000072055,28.263968000072055,29.750256000086665,None,0,29.750387500040233,29.75682200002484,30.75179340003524,,,28.263968000072055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.751841600053012,30.766514000017196,30.766514000017196,33.315578900044784,space,2.5479940000222996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,冒失,i,,,,,,,,,0,0,0,29,,,,,,,,,,,,,,,,,,,,,33.3419555000728,,,,,,,,,,,,,,,,33.326069700066,33.3419555000728,33.81678130000364,,,,,,,,,,,,,,,,,,,,,,,33.81679210008588,33.83191700000316,33.83191700000316,35.32175030000508,None,0,35.32197100005578,35.33184900006745,36.31894040002953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,散漫,i,,,,,,,,,0,1,1,31,,,,,,,,,,,,,,,,,,,,,36.32581609999761,,,,,,,,,,,,,,,,36.3191260000458,36.32581609999761,36.81201640004292,,,,,,,,,,,,36.826385500025935,,,,,,,,,,,36.81202750001103,36.826385500025935,36.826385500025935,38.31830460007768,None,0,38.31843330000993,38.32242680003401,39.31611870008055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,机智,e,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,39.322094800067134,,,,,,,,,,,,,,,,39.31629740004428,39.322094800067134,39.80966690008063,,,,,,,,,,,,39.82573720009532,,,,,,,,,,,39.80967970006168,39.82573720009532,39.82573720009532,41.31777060008608,None,0,41.317921800073236,41.331700800103135,42.32009540009312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,虚伪,i,,,,,,,,,0,3,3,21,,,,,,,,,,,,,,,,,,,,,42.32640610006638,,,,,,,,,,,,,,,,42.32027360005304,42.32640610006638,42.81568900006823,,,,,,,,,,,,,,,,,,,,,,,42.81569960003253,42.83602020004764,42.83602020004764,44.320738200098276,None,0,44.320876700105146,44.32506310008466,45.31150070007425,45.317258000024594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,消极,i,,,,,,,,,0,4,4,25,,,,,,,,,,,,,,,,,,,,,45.317258000024594,,,,,,,,,,,,,,,,45.31168959999923,45.317258000024594,45.80964590003714,,,,,,,,,,,,45.82293150003534,,,,,,,,,,,45.80965940002352,45.82293150003534,45.82293150003534,47.311511900043115,None,0,47.311681500053965,47.321108100004494,48.306673300103284,48.313143000006676,47.321108100004494,47.321108100004494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,轻率,i,,,,,,,,,0,5,5,38,,,,,,,,,,,,,,,,,,,,,48.313143000006676,,,,,,,,,,,,,,,,48.306869900086895,48.313143000006676,48.80484029999934,,,,,,,,,,,,48.81208060006611,,,,,,,,,,,48.80485450010747,48.81208060006611,48.81208060006611,50.297562100109644,None,0,50.2977278000908,50.31742310000118,51.30995810008608,51.316793300095014,50.30729720008094,50.30729720008094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,认真,e,,,,,,,,,0,6,6,10,,,,,,,,,,,,,,,,,,,,,51.316793300095014,,,,,,,,,,,,,,,,51.31014280009549,51.316793300095014,51.80533440003637,,,,,,,,,,,,51.81356230005622,,,,,,,,,,,51.805353500065394,51.81356230005622,51.81356230005622,53.30295130005106,None,0,53.303118300042115,53.310383600066416,54.297316800104454,54.3038795000175,53.310383600066416,53.310383600066416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,自卑,i,,,,,,,,,0,7,7,26,,,,,,,,,,,,,,,,,,,,,54.3038795000175,,,,,,,,,,,,,,,,54.297501799999736,54.30994480010122,54.80112780001946,,,,,,,,,,,,54.81830100005027,,,,,,,,,,,54.80114210001193,54.81830100005027,54.81830100005027,56.31029470008798,None,0,56.31045069999527,56.31898760003969,57.30616420006845,57.312450600089505,56.31898760003969,56.31898760003969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,细腻,e,,,,,,,,,0,8,8,15,,,,,,,,,,,,,,,,,,,,,57.312450600089505,,,,,,,,,,,,,,,,57.30635720002465,57.312450600089505,57.80077910004184,,,,,,,,,,,,57.81340149999596,,,,,,,,,,,57.80079140001908,57.81340149999596,57.81340149999596,59.30443350004498,None,0,59.304582500015385,59.31197780009825,60.29822120000608,60.30472220003139,59.31197780009825,59.31197780009825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,固执,i,,,,,,,,,0,9,9,37,,,,,,,,,,,,,,,,,,,,,60.30472220003139,,,,,,,,,,,,,,,,60.298474300070666,60.31048460002057,60.795772900106385,,,,,,,,,,,,60.81704470003024,,,,,,,,,,,60.795790800009854,60.82710560003761,60.82710560003761,62.31674370006658,None,0,62.31687320000492,62.32123360002879,63.3128651001025,63.32685450010467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,正直,e,,,,,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,63.32685450010467,,,,,,,,,,,,,,,,63.313046600087546,63.32685450010467,63.81556180003099,,,,,,,,,,,,63.82844850001857,,,,,,,,,,,63.81557299999986,63.82844850001857,63.82844850001857,65.31749520008452,None,0,65.31762790004723,65.32238600007258,66.3084776001051,66.31248330010567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,愚蠢,i,,,,,,,,,0,11,11,22,,,,,,,,,,,,,,,,,,,,,66.31248330010567,,,,,,,,,,,,,,,,66.30865590006579,66.31248330010567,66.80743730009999,,,,,,,,,,,,66.82183730008546,,,,,,,,,,,66.80744960007723,66.82183730008546,66.82183730008546,68.30883700004779,None,0,68.3089983999962,68.31314520002343,69.30684350000229,69.32012020004913,68.31314520002343,68.31314520002343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,崇高,e,,,,,,,,,0,12,12,1,,,,,,,,,,,,,,,,,,,,,69.32012020004913,,,,,,,,,,,,,,,,69.30703120003454,69.32012020004913,69.80978770006914,,,,,,,,,,,,69.8311035000952,,,,,,,,,,,69.80980170005932,69.8311035000952,69.8311035000952,71.3197785000084,None,0,71.3199436001014,71.33728980005253,72.32564330007881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,悲观,i,,,,,,,,,0,13,13,24,,,,,,,,,,,,,,,,,,,,,72.33532240008935,,,,,,,,,,,,,,,,72.32584630011115,72.33532240008935,72.81846410001162,,,,,,,,,,,,,,,,,,,,,,,72.81847430008929,72.83752410009038,72.83752410009038,74.31844190007541,None,0,74.31857640005182,74.32389320002403,75.31107789999805,75.317817900097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,执拗,i,,,,,,,,,0,14,14,30,,,,,,,,,,,,,,,,,,,,,75.317817900097,,,,,,,,,,,,,,,,75.311402500025,75.317817900097,75.8064176000189,,,,,,,,,,,,75.82117930008098,,,,,,,,,,,75.80642910010647,75.82117930008098,75.82117930008098,77.3098067000974,None,0,77.30995610007085,77.31978130002972,78.30872530001216,78.31280940002762,77.31978130002972,77.31978130002972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,诚恳,e,,,,,,,,,0,15,15,19,,,,,,,,,,,,,,,,,,,,,78.31280940002762,,,,,,,,,,,,,,,,78.30892020009924,78.31280940002762,78.8014524000464,,,,,,,,,,,,78.81805740005802,,,,,,,,,,,78.80146630003583,78.81805740005802,78.81805740005802,80.30463930009864,None,0,80.30478760006372,80.31202130008023,81.3037473000586,81.3110147000989,80.31202130008023,80.31202130008023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
,,诚实,e,,,,,,,,,0,16,16,5,,,,,,,,,,,,,,,,,,,,,81.3110147000989,,,,,,,,,,,,,,,,81.30395970004611,81.3110147000989,81.79871060000733,,,,,,,,,,,,81.80611970007885,,,,,,,,,,,81.79872870002873,81.81299070001114,81.81299070001114,83.29816730006132,None,0,83.29834750003647,83.31398370000534,84.30491950002033,84.3120475000469,83.30786709999666,83.30786709999666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-08-22_13h35.17.863,IAT(Formal),2024.1.4,None,2024-08-22 13h35.25.081677 +0800,
